participant,gambno,opta,optb,pa1,pa2,pb1,pb2,type,choice,group,sex,wtpamount_opta,wtpamount_optb,oa1,ob1,CV.A,CV.B,CVhigh,CVdiff,CVchoice,EV.A,EV.B,EVhigh,EVdiff,EVlogdiff,EVchoice
5f3ac1732efa0a74f975b1a8,40,Slurred Speech,Fatigue,0.035,0.965,0.001,0.999,monchoice,0,young,Female,-130,-100,-130,-100,11.20045,9.994999,1,1.205448,0,-4.55,-0.1,0,-4.45,1.492904,1
5f3ac1732efa0a74f975b1a8,41,Itching,Slurred Speech,0.008,0.992,0.28,0.72,medchoice,1,young,Female,-30,-130,-30,-130,5.455273,9.674709,0,-4.219437,0,-0.24,-36.4,1,36.16,3.587954,1
5f3ac1732efa0a74f975b1a8,41,Itching,Slurred Speech,0.008,0.992,0.28,0.72,monchoice,1,young,Female,-30,-130,-30,-130,5.455273,9.674709,0,-4.219437,0,-0.24,-36.4,1,36.16,3.587954,1
5f3ac1732efa0a74f975b1a8,42,Slurred Speech,Itching,0.99,0.01,0.7,0.3,medchoice,0,young,Female,-130,-30,-130,-30,1.140175,3,0,-1.859825,1,-128.7,-21,0,-107.7,4.67935,1
5f3ac1732efa0a74f975b1a8,42,Slurred Speech,Itching,0.99,0.01,0.7,0.3,monchoice,1,young,Female,-130,-30,-130,-30,1.140175,3,0,-1.859825,0,-128.7,-21,0,-107.7,4.67935,0
5f3ac1732efa0a74f975b1a8,43,Tremor,Impaired Balance,0.33,0.67,0.82,0.18,medchoice,0,young,Female,-90,-60,-90,-60,7.765307,3.286335,1,4.478972,0,-29.7,-49.2,1,19.5,2.970414,0
5f3ac1732efa0a74f975b1a8,43,Tremor,Impaired Balance,0.33,0.67,0.82,0.18,monchoice,0,young,Female,-90,-60,-90,-60,7.765307,3.286335,1,4.478972,0,-29.7,-49.2,1,19.5,2.970414,0
5f3ac1732efa0a74f975b1a8,44,Flatulence,Insomnia,0.6,0.4,0.5,0.5,medchoice,1,young,Female,-70,-110,-70,-110,5.291503,7.416198,0,-2.124696,0,-42,-55,1,13,2.564949,1
5f3ac1732efa0a74f975b1a8,44,Flatulence,Insomnia,0.6,0.4,0.5,0.5,monchoice,0,young,Female,-70,-110,-70,-110,5.291503,7.416198,0,-2.124696,1,-42,-55,1,13,2.564949,0
5f4d2b4f0bee2410475399c7,1,Hallucinations,Fatigue,0.5,0.5,0.97,0.03,medchoice,0,old,Female,-950,-15,-950,-15,21.79449,0.6708204,1,21.12367,0,-475,-14.55,0,-460.45,6.132204,1
5f4d2b4f0bee2410475399c7,1,Hallucinations,Fatigue,0.5,0.5,0.97,0.03,monchoice,0,old,Female,-950,-15,-950,-15,21.79449,0.6708204,1,21.12367,0,-475,-14.55,0,-460.45,6.132204,1
5f4d2b4f0bee2410475399c7,2,Fatigue,Depression,0.98,0.02,0.35,0.65,medchoice,0,old,Female,-15,-800,-15,-800,0.5477226,22.80351,0,-22.25579,1,-14.7,-280,1,265.3,5.580861,0
5f4d2b4f0bee2410475399c7,2,Fatigue,Depression,0.98,0.02,0.35,0.65,monchoice,1,old,Female,-15,-800,-15,-800,0.5477226,22.80351,0,-22.25579,0,-14.7,-280,1,265.3,5.580861,1
5f4d2b4f0bee2410475399c7,3,Fatigue,Depression,0.98,0.02,0.55,0.45,medchoice,1,old,Female,-15,-800,-15,-800,0.5477226,18.97367,0,-18.42594,0,-14.7,-440,1,425.3,6.052795,1
5f4d2b4f0bee2410475399c7,3,Fatigue,Depression,0.98,0.02,0.55,0.45,monchoice,1,old,Female,-15,-800,-15,-800,0.5477226,18.97367,0,-18.42594,0,-14.7,-440,1,425.3,6.052795,1
5f4d2b4f0bee2410475399c7,4,Itching,Insomnia,0.5,0.5,0.98,0.02,medchoice,1,old,Female,-125,-140,-125,-140,7.905694,1.67332,1,6.232374,1,-62.5,-137.2,1,74.7,4.31348,1
5f4d2b4f0bee2410475399c7,4,Itching,Insomnia,0.5,0.5,0.98,0.02,monchoice,1,old,Female,-125,-140,-125,-140,7.905694,1.67332,1,6.232374,1,-62.5,-137.2,1,74.7,4.31348,1
5f4d2b4f0bee2410475399c7,5,Insomnia,Itching,0.98,0.02,0.7,0.3,medchoice,1,old,Female,-140,-125,-140,-125,1.67332,6.123724,0,-4.450404,0,-137.2,-87.5,0,-49.7,3.906005,0
5f4d2b4f0bee2410475399c7,5,Insomnia,Itching,0.98,0.02,0.7,0.3,monchoice,0,old,Female,-140,-125,-140,-125,1.67332,6.123724,0,-4.450404,1,-137.2,-87.5,0,-49.7,3.906005,1
5f4d2b4f0bee2410475399c7,6,Memory Loss,Itching,0.45,0.55,0.98,0.02,medchoice,0,old,Female,-1000,-125,-1000,-125,23.45208,1.581139,1,21.87094,0,-450,-122.5,0,-327.5,5.791488,1
5f4d2b4f0bee2410475399c7,6,Memory Loss,Itching,0.45,0.55,0.98,0.02,monchoice,0,old,Female,-1000,-125,-1000,-125,23.45208,1.581139,1,21.87094,0,-450,-122.5,0,-327.5,5.791488,1
5f4d2b4f0bee2410475399c7,7,Memory Loss,Itching,0.56,0.44,0.98,0.02,medchoice,0,old,Female,-1000,-125,-1000,-125,20.97618,1.581139,1,19.39504,0,-560,-122.5,0,-437.5,6.081077,1
5f4d2b4f0bee2410475399c7,7,Memory Loss,Itching,0.56,0.44,0.98,0.02,monchoice,0,old,Female,-1000,-125,-1000,-125,20.97618,1.581139,1,19.39504,0,-560,-122.5,0,-437.5,6.081077,1
5f4d2b4f0bee2410475399c7,8,Slurred Speech,Diarrhea,0.93,0.07,0.6,0.4,medchoice,0,old,Female,-750,-50,-750,-50,7.245688,4.472136,1,2.773552,0,-697.5,-30,0,-667.5,6.503539,1
5f4d2b4f0bee2410475399c7,8,Slurred Speech,Diarrhea,0.93,0.07,0.6,0.4,monchoice,0,old,Female,-750,-50,-750,-50,7.245688,4.472136,1,2.773552,0,-697.5,-30,0,-667.5,6.503539,1
5f4d2b4f0bee2410475399c7,9,Itching,Fever,0.96,0.04,0.5,0.5,medchoice,0,old,Female,-125,-100,-125,-100,2.236068,7.071068,0,-4.835,1,-120,-50,0,-70,4.248495,1
5f4d2b4f0bee2410475399c7,9,Itching,Fever,0.96,0.04,0.5,0.5,monchoice,0,old,Female,-125,-100,-125,-100,2.236068,7.071068,0,-4.835,1,-120,-50,0,-70,4.248495,1
5f4d2b4f0bee2410475399c7,10,Fever,Itching,0.71,0.29,0.96,0.04,medchoice,1,old,Female,-100,-125,-100,-125,5.385165,2.236068,1,3.149097,1,-71,-120,1,49,3.89182,1
5f4d2b4f0bee2410475399c7,10,Fever,Itching,0.71,0.29,0.96,0.04,monchoice,1,old,Female,-100,-125,-100,-125,5.385165,2.236068,1,3.149097,1,-71,-120,1,49,3.89182,1
5f4d2b4f0bee2410475399c7,11,Depression,Diarrhea,0.19,0.81,0.98,0.02,medchoice,0,old,Female,-800,-50,-800,-50,25.45584,1,1,24.45584,0,-152,-49,0,-103,4.634729,1
5f4d2b4f0bee2410475399c7,11,Depression,Diarrhea,0.19,0.81,0.98,0.02,monchoice,0,old,Female,-800,-50,-800,-50,25.45584,1,1,24.45584,0,-152,-49,0,-103,4.634729,1
5f4d2b4f0bee2410475399c7,12,Insomnia,Memory Loss,0.94,0.06,0.05,0.95,medchoice,1,old,Female,-140,-1000,-140,-1000,2.898275,30.82207,0,-27.92379,0,-131.6,-50,0,-81.6,4.401829,0
5f4d2b4f0bee2410475399c7,12,Insomnia,Memory Loss,0.94,0.06,0.05,0.95,monchoice,0,old,Female,-140,-1000,-140,-1000,2.898275,30.82207,0,-27.92379,1,-131.6,-50,0,-81.6,4.401829,1
5f4d2b4f0bee2410475399c7,13,Insomnia,Memory Loss,0.99,0.01,0.25,0.75,medchoice,1,old,Female,-140,-1000,-140,-1000,1.183216,27.38613,0,-26.20291,0,-138.6,-250,1,111.4,4.713127,1
5f4d2b4f0bee2410475399c7,13,Insomnia,Memory Loss,0.99,0.01,0.25,0.75,monchoice,1,old,Female,-140,-1000,-140,-1000,1.183216,27.38613,0,-26.20291,0,-138.6,-250,1,111.4,4.713127,1
5f4d2b4f0bee2410475399c7,14,Diarrhea,Memory Loss,0.98,0.02,0.26,0.74,medchoice,1,old,Female,-50,-1000,-50,-1000,1,27.20294,0,-26.20294,0,-49,-260,1,211,5.351858,1
5f4d2b4f0bee2410475399c7,14,Diarrhea,Memory Loss,0.98,0.02,0.26,0.74,monchoice,1,old,Female,-50,-1000,-50,-1000,1,27.20294,0,-26.20294,0,-49,-260,1,211,5.351858,1
5f4d2b4f0bee2410475399c7,15,Insomnia,Slurred Speech,0.55,0.45,0.97,0.03,medchoice,1,old,Female,-140,-750,-140,-750,7.937254,4.743416,1,3.193837,1,-77,-727.5,1,650.5,6.477741,1
5f4d2b4f0bee2410475399c7,15,Insomnia,Slurred Speech,0.55,0.45,0.97,0.03,monchoice,1,old,Female,-140,-750,-140,-750,7.937254,4.743416,1,3.193837,1,-77,-727.5,1,650.5,6.477741,1
5f4d2b4f0bee2410475399c7,16,Insomnia,Impaired Balance,0.65,0.35,0.98,0.02,medchoice,1,old,Female,-140,-600,-140,-600,7,3.464102,1,3.535898,1,-91,-588,1,497,6.20859,1
5f4d2b4f0bee2410475399c7,16,Insomnia,Impaired Balance,0.65,0.35,0.98,0.02,monchoice,1,old,Female,-140,-600,-140,-600,7,3.464102,1,3.535898,1,-91,-588,1,497,6.20859,1
5f4d2b4f0bee2410475399c7,17,Tremor,Slurred Speech,0.63,0.37,0.97,0.03,medchoice,0,old,Female,-500,-750,-500,-750,13.60147,4.743416,1,8.858054,0,-315,-727.5,1,412.5,6.022236,0
5f4d2b4f0bee2410475399c7,17,Tremor,Slurred Speech,0.63,0.37,0.97,0.03,monchoice,1,old,Female,-500,-750,-500,-750,13.60147,4.743416,1,8.858054,1,-315,-727.5,1,412.5,6.022236,1
5f4d2b4f0bee2410475399c7,18,Flatulence,Fatigue,0.94,0.06,0.52,0.48,medchoice,1,old,Female,-20,-15,-20,-15,1.095445,2.683282,0,-1.587836,0,-18.8,-7.8,0,-11,2.397895,0
5f4d2b4f0bee2410475399c7,18,Flatulence,Fatigue,0.94,0.06,0.52,0.48,monchoice,0,old,Female,-20,-15,-20,-15,1.095445,2.683282,0,-1.587836,1,-18.8,-7.8,0,-11,2.397895,1
5f4d2b4f0bee2410475399c7,19,Fever,Tremor,0.3,0.7,0.98,0.02,medchoice,1,old,Female,-100,-500,-100,-500,8.3666,3.162278,1,5.204323,1,-30,-490,1,460,6.131226,1
5f4d2b4f0bee2410475399c7,19,Fever,Tremor,0.3,0.7,0.98,0.02,monchoice,1,old,Female,-100,-500,-100,-500,8.3666,3.162278,1,5.204323,1,-30,-490,1,460,6.131226,1
5f4d2b4f0bee2410475399c7,20,Impaired Balance,Fever,0.98,0.02,0.15,0.85,medchoice,0,old,Female,-600,-100,-600,-100,3.464102,9.219544,0,-5.755443,1,-588,-15,0,-573,6.350886,1
5f4d2b4f0bee2410475399c7,20,Impaired Balance,Fever,0.98,0.02,0.15,0.85,monchoice,0,old,Female,-600,-100,-600,-100,3.464102,9.219544,0,-5.755443,1,-588,-15,0,-573,6.350886,1
5f4d2b4f0bee2410475399c7,21,Flatulence,Slurred Speech,0.6,0.4,0.97,0.03,medchoice,1,old,Female,-20,-750,-20,-750,2.828427,4.743416,0,-1.914989,0,-12,-727.5,1,715.5,6.572982,1
5f4d2b4f0bee2410475399c7,21,Flatulence,Slurred Speech,0.6,0.4,0.97,0.03,monchoice,1,old,Female,-20,-750,-20,-750,2.828427,4.743416,0,-1.914989,0,-12,-727.5,1,715.5,6.572982,1
5f4d2b4f0bee2410475399c7,22,Depression,Hallucinations,0.81,0.19,0.98,0.02,medchoice,1,old,Female,-800,-950,-800,-950,12.32883,4.358899,1,7.969929,1,-648,-931,1,283,5.645447,1
5f4d2b4f0bee2410475399c7,22,Depression,Hallucinations,0.81,0.19,0.98,0.02,monchoice,1,old,Female,-800,-950,-800,-950,12.32883,4.358899,1,7.969929,1,-648,-931,1,283,5.645447,1
5f4d2b4f0bee2410475399c7,23,Insomnia,Impaired Balance,0.006,0.994,0.09,0.91,medchoice,1,old,Female,-140,-600,-140,-600,11.79661,23.36664,0,-11.57003,0,-0.84,-54,1,53.16,3.973306,1
5f4d2b4f0bee2410475399c7,23,Insomnia,Impaired Balance,0.006,0.994,0.09,0.91,monchoice,1,old,Female,-140,-600,-140,-600,11.79661,23.36664,0,-11.57003,0,-0.84,-54,1,53.16,3.973306,1
5f4d2b4f0bee2410475399c7,24,Diarrhea,Slurred Speech,0.005,0.995,0.1,0.9,medchoice,1,old,Female,-50,-750,-50,-750,7.053368,25.98076,0,-18.92739,0,-0.25,-75,1,74.75,4.314149,1
5f4d2b4f0bee2410475399c7,24,Diarrhea,Slurred Speech,0.005,0.995,0.1,0.9,monchoice,1,old,Female,-50,-750,-50,-750,7.053368,25.98076,0,-18.92739,0,-0.25,-75,1,74.75,4.314149,1
5f4d2b4f0bee2410475399c7,25,Itching,Hallucinations,0.03,0.97,0.001,0.999,medchoice,0,old,Female,-125,-950,-125,-950,11.01136,30.80666,0,-19.7953,1,-3.75,-0.95,0,-2.8,1.029619,1
5f4d2b4f0bee2410475399c7,25,Itching,Hallucinations,0.03,0.97,0.001,0.999,monchoice,1,old,Female,-125,-950,-125,-950,11.01136,30.80666,0,-19.7953,0,-3.75,-0.95,0,-2.8,1.029619,0
5f4d2b4f0bee2410475399c7,26,Slurred Speech,Tremor,0.02,0.98,0.001,0.999,medchoice,1,old,Female,-750,-500,-750,-500,27.11088,22.3495,1,4.761387,1,-15,-0.5,0,-14.5,2.674149,0
5f4d2b4f0bee2410475399c7,26,Slurred Speech,Tremor,0.02,0.98,0.001,0.999,monchoice,0,old,Female,-750,-500,-750,-500,27.11088,22.3495,1,4.761387,0,-15,-0.5,0,-14.5,2.674149,1
5f4d2b4f0bee2410475399c7,27,Flatulence,Fatigue,0.01,0.99,0.001,0.999,medchoice,0,old,Female,-20,-15,-20,-15,4.449719,3.871046,1,0.5786727,0,-0.2,-0.015,0,-0.185,-1.687399,1
5f4d2b4f0bee2410475399c7,27,Flatulence,Fatigue,0.01,0.99,0.001,0.999,monchoice,0,old,Female,-20,-15,-20,-15,4.449719,3.871046,1,0.5786727,0,-0.2,-0.015,0,-0.185,-1.687399,1
5f4d2b4f0bee2410475399c7,28,Fever,Memory Loss,0.003,0.997,0.04,0.96,medchoice,1,old,Female,-100,-1000,-100,-1000,9.984989,30.98387,0,-20.99888,0,-0.3,-40,1,39.7,3.681351,1
5f4d2b4f0bee2410475399c7,28,Fever,Memory Loss,0.003,0.997,0.04,0.96,monchoice,1,old,Female,-100,-1000,-100,-1000,9.984989,30.98387,0,-20.99888,0,-0.3,-40,1,39.7,3.681351,1
5f4d2b4f0bee2410475399c7,29,Slurred Speech,Hallucinations,0.89,0.11,0.01,0.99,medchoice,0,old,Female,-750,-950,-750,-950,9.082951,30.66757,0,-21.58462,1,-667.5,-9.5,0,-658,6.489205,1
5f4d2b4f0bee2410475399c7,29,Slurred Speech,Hallucinations,0.89,0.11,0.01,0.99,monchoice,0,old,Female,-750,-950,-750,-950,9.082951,30.66757,0,-21.58462,1,-667.5,-9.5,0,-658,6.489205,1
5f4d2b4f0bee2410475399c7,30,Flatulence,Fatigue,0.04,0.96,0.003,0.997,medchoice,0,old,Female,-20,-15,-20,-15,4.38178,3.86717,1,0.514611,0,-0.8,-0.045,0,-0.755,-0.2810375,1
5f4d2b4f0bee2410475399c7,30,Flatulence,Fatigue,0.04,0.96,0.003,0.997,monchoice,0,old,Female,-20,-15,-20,-15,4.38178,3.86717,1,0.514611,0,-0.8,-0.045,0,-0.755,-0.2810375,1
5f4d2b4f0bee2410475399c7,31,Tremor,Fever,0.91,0.09,0.03,0.97,medchoice,0,old,Female,-500,-100,-500,-100,6.708204,9.848858,0,-3.140654,1,-455,-3,0,-452,6.113682,1
5f4d2b4f0bee2410475399c7,31,Tremor,Fever,0.91,0.09,0.03,0.97,monchoice,0,old,Female,-500,-100,-500,-100,6.708204,9.848858,0,-3.140654,1,-455,-3,0,-452,6.113682,1
5f4d2b4f0bee2410475399c7,32,Slurred Speech,Flatulence,0.045,0.955,0.006,0.994,medchoice,0,old,Female,-750,-20,-750,-20,26.76285,4.458699,1,22.30415,0,-33.75,-0.12,0,-33.63,3.515419,1
5f4d2b4f0bee2410475399c7,32,Slurred Speech,Flatulence,0.045,0.955,0.006,0.994,monchoice,0,old,Female,-750,-20,-750,-20,26.76285,4.458699,1,22.30415,0,-33.75,-0.12,0,-33.63,3.515419,1
5f4d2b4f0bee2410475399c7,33,Memory Loss,Itching,0.003,0.997,0.02,0.98,medchoice,0,old,Female,-1000,-125,-1000,-125,31.57531,11.06797,1,20.50733,0,-3,-2.5,0,-0.5,-0.6931472,1
5f4d2b4f0bee2410475399c7,33,Memory Loss,Itching,0.003,0.997,0.02,0.98,monchoice,1,old,Female,-1000,-125,-1000,-125,31.57531,11.06797,1,20.50733,1,-3,-2.5,0,-0.5,-0.6931472,0
5f4d2b4f0bee2410475399c7,34,Diarrhea,Depression,0.79,0.21,0.015,0.985,medchoice,0,old,Female,-50,-800,-50,-800,3.24037,28.07134,0,-24.83097,1,-39.5,-12,0,-27.5,3.314186,1
5f4d2b4f0bee2410475399c7,34,Diarrhea,Depression,0.79,0.21,0.015,0.985,monchoice,1,old,Female,-50,-800,-50,-800,3.24037,28.07134,0,-24.83097,0,-39.5,-12,0,-27.5,3.314186,0
5f4d2b4f0bee2410475399c7,35,Itching,Insomnia,0.003,0.997,0.095,0.905,medchoice,1,old,Female,-125,-140,-125,-140,11.16356,11.25611,0,-0.09255267,0,-0.375,-13.3,1,12.925,2.559163,1
5f4d2b4f0bee2410475399c7,35,Itching,Insomnia,0.003,0.997,0.095,0.905,monchoice,1,old,Female,-125,-140,-125,-140,11.16356,11.25611,0,-0.09255267,0,-0.375,-13.3,1,12.925,2.559163,1
5f4d2b4f0bee2410475399c7,36,Depression,Fatigue,0.006,0.994,0.65,0.35,medchoice,1,old,Female,-800,-15,-800,-15,28.19929,2.291288,1,25.908,1,-4.8,-9.75,1,4.95,1.599388,1
5f4d2b4f0bee2410475399c7,36,Depression,Fatigue,0.006,0.994,0.65,0.35,monchoice,0,old,Female,-800,-15,-800,-15,28.19929,2.291288,1,25.908,0,-4.8,-9.75,1,4.95,1.599388,0
5f4d2b4f0bee2410475399c7,37,Fatigue,Hallucinations,0.38,0.62,0.003,0.997,medchoice,1,old,Female,-15,-950,-15,-950,3.04959,30.7758,0,-27.72621,0,-5.7,-2.85,0,-2.85,1.047319,0
5f4d2b4f0bee2410475399c7,37,Fatigue,Hallucinations,0.38,0.62,0.003,0.997,monchoice,1,old,Female,-15,-950,-15,-950,3.04959,30.7758,0,-27.72621,0,-5.7,-2.85,0,-2.85,1.047319,0
5f4d2b4f0bee2410475399c7,38,Insomnia,Slurred Speech,0.003,0.997,0.04,0.96,medchoice,1,old,Female,-140,-750,-140,-750,11.8144,26.83282,0,-15.01842,0,-0.42,-30,1,29.58,3.387098,1
5f4d2b4f0bee2410475399c7,38,Insomnia,Slurred Speech,0.003,0.997,0.04,0.96,monchoice,1,old,Female,-140,-750,-140,-750,11.8144,26.83282,0,-15.01842,0,-0.42,-30,1,29.58,3.387098,1
5f4d2b4f0bee2410475399c7,39,Depression,Hallucinations,0.003,0.997,0.24,0.76,medchoice,1,old,Female,-800,-950,-800,-950,28.24181,26.87006,1,1.371755,1,-2.4,-228,1,225.6,5.418764,1
5f4d2b4f0bee2410475399c7,39,Depression,Hallucinations,0.003,0.997,0.24,0.76,monchoice,1,old,Female,-800,-950,-800,-950,28.24181,26.87006,1,1.371755,1,-2.4,-228,1,225.6,5.418764,1
5f4d2b4f0bee2410475399c7,40,Slurred Speech,Fatigue,0.035,0.965,0.001,0.999,medchoice,0,old,Female,-750,-15,-750,-15,26.9026,3.871046,1,23.03156,0,-26.25,-0.015,0,-26.235,3.267094,1
5f4d2b4f0bee2410475399c7,40,Slurred Speech,Fatigue,0.035,0.965,0.001,0.999,monchoice,0,old,Female,-750,-15,-750,-15,26.9026,3.871046,1,23.03156,0,-26.25,-0.015,0,-26.235,3.267094,1
5f4d2b4f0bee2410475399c7,41,Itching,Slurred Speech,0.008,0.992,0.28,0.72,medchoice,1,old,Female,-125,-750,-125,-750,11.13553,23.2379,0,-12.10237,0,-1,-210,1,209,5.342334,1
5f4d2b4f0bee2410475399c7,41,Itching,Slurred Speech,0.008,0.992,0.28,0.72,monchoice,1,old,Female,-125,-750,-125,-750,11.13553,23.2379,0,-12.10237,0,-1,-210,1,209,5.342334,1
5f4d2b4f0bee2410475399c7,42,Slurred Speech,Itching,0.99,0.01,0.7,0.3,medchoice,0,old,Female,-750,-125,-750,-125,2.738613,6.123724,0,-3.385112,1,-742.5,-87.5,0,-655,6.484635,1
5f4d2b4f0bee2410475399c7,42,Slurred Speech,Itching,0.99,0.01,0.7,0.3,monchoice,0,old,Female,-750,-125,-750,-125,2.738613,6.123724,0,-3.385112,1,-742.5,-87.5,0,-655,6.484635,1
5f4d2b4f0bee2410475399c7,43,Tremor,Impaired Balance,0.33,0.67,0.82,0.18,medchoice,1,old,Female,-500,-600,-500,-600,18.30301,10.3923,1,7.9107,1,-165,-492,1,327,5.78996,1
5f4d2b4f0bee2410475399c7,43,Tremor,Impaired Balance,0.33,0.67,0.82,0.18,monchoice,1,old,Female,-500,-600,-500,-600,18.30301,10.3923,1,7.9107,1,-165,-492,1,327,5.78996,1
5f4d2b4f0bee2410475399c7,44,Flatulence,Insomnia,0.6,0.4,0.5,0.5,medchoice,1,old,Female,-20,-140,-20,-140,2.828427,8.3666,0,-5.538173,0,-12,-70,1,58,4.060443,1
5f4d2b4f0bee2410475399c7,44,Flatulence,Insomnia,0.6,0.4,0.5,0.5,monchoice,1,old,Female,-20,-140,-20,-140,2.828427,8.3666,0,-5.538173,0,-12,-70,1,58,4.060443,1
5f5588eb6fb28c959e202247,1,Hallucinations,Fatigue,0.5,0.5,0.97,0.03,medchoice,0,young,Female,-30,-17,-30,-17,3.872983,0.7141428,1,3.158841,0,-15,-16.49,1,1.49,0.3987761,0
5f5588eb6fb28c959e202247,1,Hallucinations,Fatigue,0.5,0.5,0.97,0.03,monchoice,0,young,Female,-30,-17,-30,-17,3.872983,0.7141428,1,3.158841,0,-15,-16.49,1,1.49,0.3987761,0
5f5588eb6fb28c959e202247,2,Fatigue,Depression,0.98,0.02,0.35,0.65,medchoice,0,young,Female,-17,-20,-17,-20,0.5830952,3.605551,0,-3.022456,1,-16.66,-7,0,-9.66,2.267994,1
5f5588eb6fb28c959e202247,2,Fatigue,Depression,0.98,0.02,0.35,0.65,monchoice,0,young,Female,-17,-20,-17,-20,0.5830952,3.605551,0,-3.022456,1,-16.66,-7,0,-9.66,2.267994,1
5f5588eb6fb28c959e202247,3,Fatigue,Depression,0.98,0.02,0.55,0.45,medchoice,0,young,Female,-17,-20,-17,-20,0.5830952,3,0,-2.416905,1,-16.66,-11,0,-5.66,1.733424,1
5f5588eb6fb28c959e202247,3,Fatigue,Depression,0.98,0.02,0.55,0.45,monchoice,0,young,Female,-17,-20,-17,-20,0.5830952,3,0,-2.416905,1,-16.66,-11,0,-5.66,1.733424,1
5f5588eb6fb28c959e202247,4,Itching,Insomnia,0.5,0.5,0.98,0.02,medchoice,1,young,Female,-5,-15,-5,-15,1.581139,0.5477226,1,1.033416,1,-2.5,-14.7,1,12.2,2.501436,1
5f5588eb6fb28c959e202247,4,Itching,Insomnia,0.5,0.5,0.98,0.02,monchoice,1,young,Female,-5,-15,-5,-15,1.581139,0.5477226,1,1.033416,1,-2.5,-14.7,1,12.2,2.501436,1
5f5588eb6fb28c959e202247,5,Insomnia,Itching,0.98,0.02,0.7,0.3,medchoice,0,young,Female,-15,-5,-15,-5,0.5477226,1.224745,0,-0.6770223,1,-14.7,-3.5,0,-11.2,2.415914,1
5f5588eb6fb28c959e202247,5,Insomnia,Itching,0.98,0.02,0.7,0.3,monchoice,0,young,Female,-15,-5,-15,-5,0.5477226,1.224745,0,-0.6770223,1,-14.7,-3.5,0,-11.2,2.415914,1
5f5588eb6fb28c959e202247,6,Memory Loss,Itching,0.45,0.55,0.98,0.02,medchoice,0,young,Female,-50,-5,-50,-5,5.244044,0.3162278,1,4.927816,0,-22.5,-4.9,0,-17.6,2.867899,1
5f5588eb6fb28c959e202247,6,Memory Loss,Itching,0.45,0.55,0.98,0.02,monchoice,0,young,Female,-50,-5,-50,-5,5.244044,0.3162278,1,4.927816,0,-22.5,-4.9,0,-17.6,2.867899,1
5f5588eb6fb28c959e202247,7,Memory Loss,Itching,0.56,0.44,0.98,0.02,medchoice,0,young,Female,-50,-5,-50,-5,4.690416,0.3162278,1,4.374188,0,-28,-4.9,0,-23.1,3.139833,1
5f5588eb6fb28c959e202247,7,Memory Loss,Itching,0.56,0.44,0.98,0.02,monchoice,0,young,Female,-50,-5,-50,-5,4.690416,0.3162278,1,4.374188,0,-28,-4.9,0,-23.1,3.139833,1
5f5588eb6fb28c959e202247,8,Slurred Speech,Diarrhea,0.93,0.07,0.6,0.4,medchoice,0,young,Female,-13,-10,-13,-10,0.9539392,2,0,-1.046061,1,-12.09,-6,0,-6.09,1.806648,1
5f5588eb6fb28c959e202247,8,Slurred Speech,Diarrhea,0.93,0.07,0.6,0.4,monchoice,0,young,Female,-13,-10,-13,-10,0.9539392,2,0,-1.046061,1,-12.09,-6,0,-6.09,1.806648,1
5f5588eb6fb28c959e202247,9,Itching,Fever,0.96,0.04,0.5,0.5,medchoice,0,young,Female,-5,-2,-5,-2,0.4472136,1,0,-0.5527864,1,-4.8,-1,0,-3.8,1.335001,1
5f5588eb6fb28c959e202247,9,Itching,Fever,0.96,0.04,0.5,0.5,monchoice,0,young,Female,-5,-2,-5,-2,0.4472136,1,0,-0.5527864,1,-4.8,-1,0,-3.8,1.335001,1
5f5588eb6fb28c959e202247,10,Fever,Itching,0.71,0.29,0.96,0.04,medchoice,1,young,Female,-2,-5,-2,-5,0.7615773,0.4472136,1,0.3143637,1,-1.42,-4.8,1,3.38,1.217876,1
5f5588eb6fb28c959e202247,10,Fever,Itching,0.71,0.29,0.96,0.04,monchoice,1,young,Female,-2,-5,-2,-5,0.7615773,0.4472136,1,0.3143637,1,-1.42,-4.8,1,3.38,1.217876,1
5f5588eb6fb28c959e202247,11,Depression,Diarrhea,0.19,0.81,0.98,0.02,medchoice,0,young,Female,-20,-10,-20,-10,4.024922,0.4472136,1,3.577709,0,-3.8,-9.8,1,6,1.791759,0
5f5588eb6fb28c959e202247,11,Depression,Diarrhea,0.19,0.81,0.98,0.02,monchoice,1,young,Female,-20,-10,-20,-10,4.024922,0.4472136,1,3.577709,1,-3.8,-9.8,1,6,1.791759,1
5f5588eb6fb28c959e202247,12,Insomnia,Memory Loss,0.94,0.06,0.05,0.95,medchoice,1,young,Female,-15,-50,-15,-50,0.9486833,6.892024,0,-5.943341,0,-14.1,-2.5,0,-11.6,2.451005,0
5f5588eb6fb28c959e202247,12,Insomnia,Memory Loss,0.94,0.06,0.05,0.95,monchoice,1,young,Female,-15,-50,-15,-50,0.9486833,6.892024,0,-5.943341,0,-14.1,-2.5,0,-11.6,2.451005,0
5f5588eb6fb28c959e202247,13,Insomnia,Memory Loss,0.99,0.01,0.25,0.75,medchoice,1,young,Female,-15,-50,-15,-50,0.3872983,6.123724,0,-5.736426,0,-14.85,-12.5,0,-2.35,0.8544153,0
5f5588eb6fb28c959e202247,13,Insomnia,Memory Loss,0.99,0.01,0.25,0.75,monchoice,1,young,Female,-15,-50,-15,-50,0.3872983,6.123724,0,-5.736426,0,-14.85,-12.5,0,-2.35,0.8544153,0
